phenotyping_key,phenotyping_label,phenotyping_bag_key,phenotyping_timestamp,shell_length_mm,shell_width_mm,tissue_wetweight_g,shell_dryweight_g,tissue_dryweight_g,phenotyping_notes,macroparasites,username
31019ffa,2024-5-1_MVP-FL-3_ALIVE__457,a38b777f,5/30/2024 12:05:31,37,28,0.91,4.79,0.15,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
0369df9c,2024-5-1_MVP-FL-3_ALIVE__458,a38b777f,5/30/2024 12:05:34,47,35,2.13,6.63,0.21,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
3d110781,2024-5-1_MVP-FL-3_ALIVE__459,a38b777f,5/30/2024 12:05:38,39,25,1.11,3.87,0.11,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
0916cb35,2024-5-5_MVP-TX-6_ALIVE__460,a186dfb7,5/30/2024 12:06:22,41,30,1.35,7.22,0.15,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
e0809384,2024-5-5_MVP-TX-6_ALIVE__461,a186dfb7,5/30/2024 12:06:49,31,23,0.76,4.12,0.15,,polydora worm scars on shell,lee.fenuccio@gmail.com
0342634f,2024-5-5_MVP-TX-6_ALIVE__462,a186dfb7,5/30/2024 12:06:53,37,22,0.94,4.68,0.19,,polydora worm scars on shell,lee.fenuccio@gmail.com
569acbe9,2024-5-5_MVP-LARMIX-5_ALIVE__463,8f0da339,5/30/2024 12:07:21,31,21,0.86,4.13,0.18,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
055067f5,2024-5-5_MVP-LARMIX-5_ALIVE__464,8f0da339,5/30/2024 12:07:51,36,23,0.28,3.88,0.04,,polydora worm scars on shell,lee.fenuccio@gmail.com
87171aaa,2024-5-5_MVP-LARMIX-5_ALIVE__465,8f0da339,5/30/2024 12:07:53,42,28,2.05,8.37,0.35,,polydora worm scars on shell,lee.fenuccio@gmail.com
1e247f35,2024-4-29_MVP-SEEDMIX-1_ALIVE__466,30a090fa,6/3/2024 11:42:18,37,27,0.51,5.05,0.07,Thin outer edge of shell fell off.,polydora worm scars on shell,lee.fenuccio@gmail.com
795cb3b9,2024-4-29_MVP-SEEDMIX-1_ALIVE__467,30a090fa,6/3/2024 11:42:58,17,11,,0.49,,"Empty, no tissue",polydora worm scars on shell,lee.fenuccio@gmail.com
bb351670,2024-4-29_MVP-SEEDMIX-1_ALIVE__468,30a090fa,6/3/2024 11:43:01,31,23,0.44,2.95,0.09,,polydora worm scars on shell,lee.fenuccio@gmail.com
8019ccc2,2024-5-5_MVP-LARMIX-5_ALIVE__469,8f0da339,6/3/2024 11:43:19,26,18,0.62,1.95,0.1,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
75bbf622,2024-5-5_MVP-LARMIX-5_ALIVE__470,8f0da339,6/3/2024 11:43:48,34,21,1.69,4.52,0.22,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
48479521,2024-5-1_MVP-LA-3_ALIVE__471,bba22936,6/3/2024 11:44:00,47,32,1.93,6.73,0.18,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
220dc90e,2024-5-1_MVP-LA-3_ALIVE__472,bba22936,6/3/2024 11:44:38,45,32,1.22,7.62,0.24,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c95291b7,2024-5-1_MVP-FL-3_ALIVE__473,a38b777f,6/3/2024 11:44:52,36,25,0.72,3.08,0.13,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
1b66e407,2024-5-1_MVP-FL-3_ALIVE__474,a38b777f,6/3/2024 11:45:29,50,37,3.04,7.8,0.33,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c545bcdf,2024-5-7_MVP-LOLA-6_ALIVE__475,fd08e9cc,6/3/2024 11:46:08,34,27,0.5,3.74,0.09,,polydora worm scars on shell,lee.fenuccio@gmail.com
7d9fccbb,2024-5-7_MVP-LOLA-6_ALIVE__476,fd08e9cc,6/3/2024 11:47:01,37,25,1.51,4.95,0.14,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
3b5efe76,2024-5-7_MVP-LOLA-6_ALIVE__477,fd08e9cc,6/3/2024 11:47:03,34,21,0.4,2.66,0.06,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
ad505e16,2024-5-7_MVP-JR-5_ALIVE__478,487f61c9,6/3/2024 11:47:31,33,24,0.93,4.65,0.15,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
0fc55805,2024-5-7_MVP-JR-5_ALIVE__479,487f61c9,6/3/2024 11:48:01,23,17,0.37,1.45,0.07,,polydora worm scars on shell,lee.fenuccio@gmail.com
e616ff6f,2024-5-7_MVP-JR-5_ALIVE__480,487f61c9,6/3/2024 11:48:03,31,24,0.74,2.95,0.12,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
8b5d67e0,2024-4-29_MVP-LOLA-2_ALIVE__481,47cff474,6/3/2024 11:48:15,44,30,0.87,5.77,0.15,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
77a63ef4,2024-4-29_MVP-LOLA-2_ALIVE__482,47cff474,6/3/2024 11:48:57,33,22,0.22,2.82,0.02,,polydora worm scars on shell,lee.fenuccio@gmail.com
72c1036a,2024-4-29_MVP-LOLA-2_ALIVE__483,47cff474,6/3/2024 11:48:59,48,30,1.05,4.88,0.22,,polydora worm scars on shell,lee.fenuccio@gmail.com
77dcdf26,2024-5-1_MVP-JR-2_ALIVE__484,e23e9585,6/3/2024 11:49:17,49,26,1.1,5.85,0.22,,polydora worm scars on shell,lee.fenuccio@gmail.com
0a55757e,2024-5-1_MVP-JR-2_ALIVE__485,e23e9585,6/3/2024 11:50:02,34,25,0.51,3.16,0.1,,polydora worm scars on shell,lee.fenuccio@gmail.com
952f2d9e,2024-5-1_MVP-JR-2_ALIVE__486,e23e9585,6/3/2024 11:50:04,29,20,0.58,2.83,0.06,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
9f52429a,2024-5-7_MVP-NH-6_ALIVE__487,931488bd,6/3/2024 11:50:36,24,18,0.84,2.59,0.13,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
263eefa4,2024-5-7_MVP-NH-6_ALIVE__488,931488bd,6/3/2024 11:51:08,32,23,0.6,3.31,0.12,,polydora worm scars on shell,lee.fenuccio@gmail.com
187eed20,2024-5-7_MVP-ME-4_ALIVE__489,44fc4c10,6/3/2024 11:51:22,35,20,0.68,3.46,0.13,,polydora worm scars on shell,lee.fenuccio@gmail.com
11f44195,2024-5-7_MVP-ME-4_ALIVE__490,44fc4c10,6/3/2024 11:52:05,27,18,0.42,1.65,0.08,,polydora worm scars on shell,lee.fenuccio@gmail.com
fcb6a5fc,2024-5-7_MVP-SEEDMIX-5_ALIVE__491,d0b2c35f,6/3/2024 11:52:29,45,26,0.99,7.22,0.17,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
ef8208a5,2024-5-7_MVP-SEEDMIX-5_ALIVE__492,d0b2c35f,6/3/2024 11:53:16,33,22,0.57,3.65,0.1,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
12a0e67e,2024-5-7_MVP-SEEDMIX-5_ALIVE__493,d0b2c35f,6/3/2024 11:53:18,35,25,0.76,4.39,0.16,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
45b0ff51,2024-5-1_MVP-ME-2_ALIVE__494,6276db7a,6/3/2024 11:53:31,38,24,0.71,3.73,0.13,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
43eb127f,2024-5-1_MVP-ME-2_ALIVE__495,6276db7a,6/3/2024 11:54:17,41,27,1.07,4.2,0.2,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
9d4b7682,2024-4-29_MVP-TX-2_ALIVE__496,a64d56eb,6/3/2024 11:54:45,43,29,0.92,6.63,0.16,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
ec025bd6,2024-4-29_MVP-TX-2_ALIVE__497,a64d56eb,6/3/2024 11:55:19,35,26,0.64,2.93,0.06,"Thin outer edge of shell fell off.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
1f52a197,2024-4-29_MVP-TX-2_ALIVE__498,a64d56eb,6/3/2024 11:55:23,39,26,0.5,5.09,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
685e16df,2024-5-5_MVP-TX-4_ALIVE__499,2203d253,6/3/2024 11:55:32,48,30,1.14,7.46,0.17,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
64401fa9,2024-5-5_MVP-TX-4_ALIVE__500,2203d253,6/3/2024 11:55:52,42,38,1.45,7.45,0.23,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
d6584299,2024-5-5_MVP-TX-4_ALIVE__501,2203d253,6/3/2024 11:55:54,39,27,1.07,4.85,0.12,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
6a26307f,2024-4-29_MVP-LOLA-2_ALIVE__502,47cff474,6/4/2024 11:10:20,38,23,0.57,3.12,0.09,,polydora worm scars on shell,lee.fenuccio@gmail.com
7985ccdd,2024-4-29_MVP-LOLA-2_ALIVE__503,47cff474,6/4/2024 11:10:50,56,26,0.71,7.47,0.07,,polydora worm scars on shell,lee.fenuccio@gmail.com
a5a73812,2024-5-7_MVP-LOLA-6_ALIVE__504,fd08e9cc,6/4/2024 11:11:07,35,25,0.87,5.15,0.17,,polydora worm scars on shell,lee.fenuccio@gmail.com
c94e9266,2024-5-7_MVP-LOLA-6_ALIVE__505,fd08e9cc,6/4/2024 11:11:40,25,15,0.24,1.98,0.04,,"pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
31667743,2024-5-1_MVP-JR-2_ALIVE__506,e23e9585,6/4/2024 11:11:52,41,30,1.23,5.43,0.15,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
15d8775c,2024-5-1_MVP-JR-2_ALIVE__507,e23e9585,6/4/2024 11:12:29,30,24,0.8,2.52,0.12,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
e0710eea,2024-4-29_MVP-TX-2_ALIVE__508,a64d56eb,6/4/2024 11:12:51,32,24,0.75,4.12,0.11,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
36f420a3,2024-4-29_MVP-TX-2_ALIVE__509,a64d56eb,6/4/2024 11:13:19,33,29,0.79,3.7,0.08,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
f1cfdc05,2024-5-7_MVP-SEEDMIX-5_ALIVE__510,d0b2c35f,6/4/2024 11:13:37,35,23,0.49,2.48,0.09,,polydora worm scars on shell,lee.fenuccio@gmail.com
cb727cf2,2024-5-7_MVP-SEEDMIX-5_ALIVE__511,d0b2c35f,6/4/2024 11:14:08,27,20,0.68,3.16,0.09,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
30d5e5da,2024-5-1_MVP-FL-1_ALIVE__512,dde3597a,6/4/2024 11:14:41,45,32,1.58,6.45,0.16,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
4de2d9b1,2024-5-1_MVP-FL-1_ALIVE__513,dde3597a,6/4/2024 11:14:55,37,20,0.36,2.37,0.06,,polydora worm scars on shell,lee.fenuccio@gmail.com
988209d0,2024-5-1_MVP-ME-2_ALIVE__514,6276db7a,6/4/2024 11:15:18,26,20,0.32,1.52,0.06,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
f50cc6c5,2024-5-1_MVP-ME-2_ALIVE__515,6276db7a,6/4/2024 11:16:03,33,19,0.41,1.97,0.07,"Thin outer edge of shell fell off.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
076ea1f1,2024-5-1_MVP-ME-2_ALIVE__516,6276db7a,6/4/2024 11:16:05,35,27,0.65,2.89,0.14,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
5c0feaf6,2024-5-7_MVP-SEEDMIX-4_ALIVE__517,90c1ae8f,6/4/2024 11:16:51,25,18,0.47,2.68,0.08,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
9f76f7cc,2024-5-7_MVP-SEEDMIX-4_ALIVE__518,90c1ae8f,6/4/2024 11:16:54,38,24,1.32,4.83,0.2,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
06f58fcd,2024-5-7_MVP-SEEDMIX-4_ALIVE__519,90c1ae8f,6/4/2024 11:16:56,40,26,0.95,6.7,0.18,,"pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
a93fd864,2024-5-7_MVP-JR-5_ALIVE__520,487f61c9,6/4/2024 11:17:29,31,21,0.53,2.42,0.05,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
ccb8d98f,2024-5-7_MVP-JR-5_ALIVE__521,487f61c9,6/4/2024 11:17:59,21,14,0.25,1.03,0.04,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
b3f771d0,2024-5-5_MVP-TX-4_ALIVE__522,2203d253,6/4/2024 11:18:19,28,21,0.26,2.84,0.05,,"pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
0ec36583,2024-5-5_MVP-TX-4_ALIVE__523,2203d253,6/4/2024 11:19:02,35,21,0.96,3.63,0.11,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
5c0c3f1b,2024-4-29_MVP-LOLA-3_ALIVE__524,86791941,6/4/2024 11:19:18,33,20,0.45,2.36,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
cd42c2c2,2024-4-29_MVP-LOLA-3_ALIVE__525,86791941,6/4/2024 11:19:49,53,42,1.69,9.41,0.34,"Thin outer edge of shell fell off.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
d6b42e78,2024-5-7_MVP-LARMIX-4_ALIVE__526,e4c063ae,6/4/2024 11:21:04,36,23,0.84,4.54,0.13,"Thin outer edge of shell fell off.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
e5533c47,2024-5-7_MVP-LARMIX-4_ALIVE__527,e4c063ae,6/4/2024 11:21:06,37,22,0.91,3.42,0.16,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
bf2ff0f2,2024-5-7_MVP-LARMIX-4_ALIVE__528,e4c063ae,6/4/2024 11:21:07,36,23,1.07,4.38,0.23,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
38c4be7d,2024-5-5_MVP-DEBY-4_ALIVE__529,d6daf0af,6/4/2024 11:21:20,32,21,0.69,2.93,0.08,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
a7dcea40,2024-5-5_MVP-DEBY-4_ALIVE__530,d6daf0af,6/4/2024 11:21:57,39,24,1.49,4.3,0.19,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
d4f3ae00,2024-5-5_MVP-DEBY-4_ALIVE__531,d6daf0af,6/4/2024 11:22:05,40,31,1.66,6.46,0.33,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
6b2757ec,2024-4-29_MVP-ME-3_ALIVE__532,5b2e1077,6/4/2024 11:22:22,40,21,0.69,2.29,0.12,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
ab15efa3,2024-4-29_MVP-ME-3_ALIVE__533,5b2e1077,6/4/2024 11:22:58,29,22,0.4,1.64,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
687b8fad,2024-4-29_MVP-ME-3_ALIVE__534,5b2e1077,6/4/2024 11:23:01,54,35,2.13,8.75,0.41,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
dabed3b6,2024-5-7_MVP-JR-4_ALIVE__535,dd1854f2,6/4/2024 11:23:23,28,20,0.27,1.95,0.04,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
81efedf7,2024-5-7_MVP-JR-4_ALIVE__536,dd1854f2,6/4/2024 11:24:51,32,21,0.5,2.65,0.09,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
87dfeaf1,2024-5-7_MVP-JR-4_ALIVE__537,dd1854f2,6/4/2024 11:24:53,33,20,0.27,3.08,0.04,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c09e73a4,2024-5-7_MVP-LARMIX-4_ALIVE__538,e4c063ae,6/10/2024 9:25:47,17,11,0.12,0.64,0.02,"Shell fell apart.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
da98f6c8,2024-5-7_MVP-LARMIX-4_ALIVE__539,e4c063ae,6/10/2024 9:25:48,33,19,0.64,3.07,0.11,,polydora worm scars on shell,lee.fenuccio@gmail.com
d5b06faa,2024-4-29_MVP-LOLA-3_ALIVE__540,86791941,6/10/2024 9:27:04,14,12,,0.43,,"Dead, no tissue.",polydora worm scars on shell,lee.fenuccio@gmail.com
cc37e36b,2024-4-29_MVP-LOLA-3_ALIVE__541,86791941,6/10/2024 9:27:37,48,30,0.96,5.68,0.16,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c0a0cb2e,2024-4-29_MVP-LOLA-3_ALIVE__542,86791941,6/10/2024 9:27:39,37,30,1.46,5.36,0.17,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
eb1283ab,2024-5-1_MVP-FL-1_ALIVE__543,dde3597a,6/10/2024 9:28:23,40,21,0.52,3.2,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
181f5a47,2024-5-1_MVP-FL-1_ALIVE__544,dde3597a,6/10/2024 9:28:25,42,20,0.43,3.08,0.06,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
65a46ae8,2024-5-1_MVP-FL-1_ALIVE__545,dde3597a,6/10/2024 9:28:27,38,22,0.5,3.33,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
cbb6c31d,2024-5-7_MVP-SEEDMIX-4_ALIVE__546,90c1ae8f,6/10/2024 9:28:48,37,26,2.11,6.39,0.36,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
42893fba,2024-5-7_MVP-SEEDMIX-4_ALIVE__547,90c1ae8f,6/10/2024 9:29:15,27,19,0.53,2.14,0.09,,polydora worm scars on shell,lee.fenuccio@gmail.com
757fbc67,2024-4-29_MVP-ME-3_ALIVE__548,5b2e1077,6/10/2024 9:30:15,27,19,0.46,1.59,0.07,"Shell fell apart.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c8a88104,2024-4-29_MVP-ME-3_ALIVE__549,5b2e1077,6/10/2024 9:30:17,18,12,0.13,0.52,0.02,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
78c7e66c,2024-5-7_MVP-JR-4_ALIVE__550,dd1854f2,6/10/2024 9:30:45,25,19,0.5,1.95,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
cc658dde,2024-5-7_MVP-JR-4_ALIVE__551,dd1854f2,6/10/2024 9:31:13,12,12,0.16,0.56,0.02,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
02e0b5d7,2024-5-5_MVP-DEBY-4_ALIVE__552,d6daf0af,6/10/2024 9:31:37,25,16,0.42,1.67,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
0e6e6d2f,2024-5-5_MVP-DEBY-4_ALIVE__553,d6daf0af,6/10/2024 9:31:39,30,20,0.73,2.68,0.09,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
6c39756b,2024-5-7_MVP-ME-4_ALIVE__554,44fc4c10,6/10/2024 9:31:58,23,15,0.5,1.47,0.05,"Mud in shell.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
1d197050,2024-5-7_MVP-ME-4_ALIVE__555,44fc4c10,6/10/2024 9:32:26,19,10,0.12,0.6,0.01,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
6df3b279,2024-5-7_MVP-ME-4_ALIVE__556,44fc4c10,6/10/2024 9:34:27,22,14,0.25,1.08,0.05,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
e17ea83f,2024-5-7_MVP-NH-6_ALIVE__557,931488bd,6/10/2024 9:35:00,15,10,0.08,0.38,0.01,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
